"Place_ID.X.Date","target"
"0OS9LVX X 2020-01-02",35.7115936279297
"0OS9LVX X 2020-01-03",34.6726455688477
"0OS9LVX X 2020-01-04",34.39697265625
"0OS9LVX X 2020-01-05",32.1253471374512
"0OS9LVX X 2020-01-06",34.9468154907227
"0OS9LVX X 2020-01-07",35.5649528503418
"0OS9LVX X 2020-01-08",34.593017578125
"0OS9LVX X 2020-01-09",27.0608806610107
"0OS9LVX X 2020-01-10",34.5979499816895
"0OS9LVX X 2020-01-11",39.7457008361816
"0OS9LVX X 2020-01-12",31.7713813781738
"0OS9LVX X 2020-01-13",39.7228889465332
"0OS9LVX X 2020-01-14",27.8268413543701
"0OS9LVX X 2020-01-15",42.6259918212891
"0OS9LVX X 2020-01-16",32.6740646362305
"0OS9LVX X 2020-01-17",35.4207077026367
"0OS9LVX X 2020-01-18",35.5043296813965
"0OS9LVX X 2020-01-19",17.6688117980957
"0OS9LVX X 2020-01-20",17.4193172454834
"0OS9LVX X 2020-01-21",26.3755989074707
"0OS9LVX X 2020-01-22",25.8245620727539
"0OS9LVX X 2020-01-23",27.4609642028809
"0OS9LVX X 2020-01-24",25.2701034545898
"0OS9LVX X 2020-01-25",34.1665802001953
"0OS9LVX X 2020-01-26",29.182186126709
"0OS9LVX X 2020-01-27",31.0250797271729
"0OS9LVX X 2020-01-28",24.6470489501953
"0OS9LVX X 2020-01-29",29.601583480835
"0OS9LVX X 2020-01-30",26.8563823699951
"0OS9LVX X 2020-01-31",73.2858505249023
"0OS9LVX X 2020-02-01",25.2821578979492
"0OS9LVX X 2020-02-02",29.8907985687256
"0OS9LVX X 2020-02-03",29.729700088501
"0OS9LVX X 2020-02-04",26.9518337249756
"0OS9LVX X 2020-02-05",22.9615325927734
"0OS9LVX X 2020-02-06",73.4970092773438
"0OS9LVX X 2020-02-07",21.6576747894287
"0OS9LVX X 2020-02-08",26.4403800964355
"0OS9LVX X 2020-02-09",32.6311187744141
"0OS9LVX X 2020-02-10",34.3882522583008
"0OS9LVX X 2020-02-11",33.3305740356445
"0OS9LVX X 2020-02-12",24.2757263183594
"0OS9LVX X 2020-02-13",29.0196895599365
"0OS9LVX X 2020-02-14",35.8283004760742
"0OS9LVX X 2020-02-15",26.2246322631836
"0OS9LVX X 2020-02-16",28.7562065124512
"0OS9LVX X 2020-02-17",31.1078147888184
"0OS9LVX X 2020-02-18",32.5069046020508
"0OS9LVX X 2020-02-19",26.7529430389404
"0OS9LVX X 2020-02-20",37.9213981628418
"0OS9LVX X 2020-02-21",38.038948059082
"0OS9LVX X 2020-02-22",76.9476547241211
"0OS9LVX X 2020-02-23",30.3994579315186
"0OS9LVX X 2020-02-24",27.8157444000244
"0OS9LVX X 2020-02-25",29.4841594696045
"0OS9LVX X 2020-02-26",27.0244979858398
"0OS9LVX X 2020-02-27",31.6404457092285
"0OS9LVX X 2020-02-28",34.1178970336914
"0OS9LVX X 2020-02-29",33.2298126220703
"0OS9LVX X 2020-03-01",35.5764961242676
"0OS9LVX X 2020-03-02",32.4997901916504
"0OS9LVX X 2020-03-03",79.8292694091797
"0OS9LVX X 2020-03-04",39.1922073364258
"0OS9LVX X 2020-03-05",39.4132423400879
"0OS9LVX X 2020-03-06",29.9037494659424
"0OS9LVX X 2020-03-07",36.1932487487793
"0OS9LVX X 2020-03-08",37.2240219116211
"0OS9LVX X 2020-03-09",27.1451683044434
"0OS9LVX X 2020-03-10",22.9625453948975
"0OS9LVX X 2020-03-11",37.9928283691406
"0OS9LVX X 2020-03-12",30.9391765594482
"0OS9LVX X 2020-03-13",32.519458770752
"0OS9LVX X 2020-03-14",30.8855171203613
"0OS9LVX X 2020-03-15",32.1999778747559
"0OS9LVX X 2020-03-16",30.1851768493652
"0OS9LVX X 2020-03-17",33.3625411987305
"0OS9LVX X 2020-03-18",38.6212615966797
"0OS9LVX X 2020-03-19",36.4925155639648
"0OS9LVX X 2020-03-20",26.5686283111572
"0OS9LVX X 2020-03-21",23.7064018249512
"0OS9LVX X 2020-03-22",33.2431488037109
"0OS9LVX X 2020-03-23",36.8198318481445
"0OS9LVX X 2020-03-24",47.5701332092285
"0OS9LVX X 2020-03-25",38.4440498352051
"0OS9LVX X 2020-03-26",26.608642578125
"0OS9LVX X 2020-03-27",33.9650573730469
"0OS9LVX X 2020-03-28",43.1321754455566
"0OS9LVX X 2020-03-29",38.8298835754395
"0OS9LVX X 2020-03-30",44.4319229125977
"0OS9LVX X 2020-03-31",44.0609931945801
"0OS9LVX X 2020-04-01",44.8454704284668
"0OS9LVX X 2020-04-02",28.196102142334
"0OS9LVX X 2020-04-03",47.2075729370117
"0OS9LVX X 2020-04-04",55.217227935791
"0Q2LTOG X 2020-01-02",90.311637878418
"0Q2LTOG X 2020-01-03",117.644180297852
"0Q2LTOG X 2020-01-04",146.32405090332
"0Q2LTOG X 2020-01-05",100.590171813965
"0Q2LTOG X 2020-01-06",57.4892883300781
"0Q2LTOG X 2020-01-07",55.8669471740723
"0Q2LTOG X 2020-01-08",40.0347633361816
"0Q2LTOG X 2020-01-09",104.875274658203
"0Q2LTOG X 2020-01-10",138.959899902344
"0Q2LTOG X 2020-01-11",135.268768310547
"0Q2LTOG X 2020-01-12",83.8608093261719
"0Q2LTOG X 2020-01-13",64.7611541748047
"0Q2LTOG X 2020-01-14",160.216217041016
"0Q2LTOG X 2020-01-15",117.586929321289
"0Q2LTOG X 2020-01-16",100.936920166016
"0Q2LTOG X 2020-01-17",150.343658447266
"0Q2LTOG X 2020-01-18",135.793579101562
"0Q2LTOG X 2020-01-19",90.2333755493164
"0Q2LTOG X 2020-01-20",125.754776000977
"0Q2LTOG X 2020-01-21",136.450866699219
"0Q2LTOG X 2020-01-22",156.671096801758
"0Q2LTOG X 2020-01-23",102.443588256836
"0Q2LTOG X 2020-01-24",83.7719192504883
"0Q2LTOG X 2020-01-25",64.412223815918
"0Q2LTOG X 2020-01-26",124.965515136719
"0Q2LTOG X 2020-01-27",48.1567649841309
"0Q2LTOG X 2020-01-28",68.5104217529297
"0Q2LTOG X 2020-01-29",108.264350891113
"0Q2LTOG X 2020-01-30",112.906753540039
"0Q2LTOG X 2020-01-31",128.130310058594
"0Q2LTOG X 2020-02-01",98.9018859863281
"0Q2LTOG X 2020-02-02",89.753532409668
"0Q2LTOG X 2020-02-03",92.4385223388672
"0Q2LTOG X 2020-02-04",90.0117568969727
"0Q2LTOG X 2020-02-05",61.2781982421875
"0Q2LTOG X 2020-02-06",104.078117370605
"0Q2LTOG X 2020-02-07",78.5279769897461
"0Q2LTOG X 2020-02-08",90.207633972168
"0Q2LTOG X 2020-02-09",85.3776702880859
"0Q2LTOG X 2020-02-10",150.301300048828
"0Q2LTOG X 2020-02-11",135.314407348633
"0Q2LTOG X 2020-02-12",57.2144546508789
"0Q2LTOG X 2020-02-13",106.346321105957
"0Q2LTOG X 2020-02-14",146.579360961914
"0Q2LTOG X 2020-02-15",59.7611312866211
"0Q2LTOG X 2020-02-16",38.3376159667969
"0Q2LTOG X 2020-02-17",27.8280239105225
"0Q2LTOG X 2020-02-18",67.6640853881836
"0Q2LTOG X 2020-02-19",119.519706726074
"0Q2LTOG X 2020-02-20",160.816146850586
"0Q2LTOG X 2020-02-21",123.641967773438
"0Q2LTOG X 2020-02-22",63.3416595458984
"0Q2LTOG X 2020-02-23",82.1621398925781
"0Q2LTOG X 2020-02-24",79.1912841796875
"0Q2LTOG X 2020-02-25",49.8284301757812
"0Q2LTOG X 2020-02-26",92.4465637207031
"0Q2LTOG X 2020-02-27",124.7705078125
"0Q2LTOG X 2020-02-28",83.240104675293
"0Q2LTOG X 2020-02-29",84.3393249511719
"0Q2LTOG X 2020-03-01",65.3471374511719
"0Q2LTOG X 2020-03-02",81.6773223876953
"0Q2LTOG X 2020-03-03",107.759498596191
"0Q2LTOG X 2020-03-04",55.1703262329102
"0Q2LTOG X 2020-03-05",97.1006774902344
"0Q2LTOG X 2020-03-06",132.813430786133
"0Q2LTOG X 2020-03-07",139.11457824707
"0Q2LTOG X 2020-03-08",132.360244750977
"0Q2LTOG X 2020-03-09",174.924423217773
"0Q2LTOG X 2020-03-10",43.5144309997559
"0Q2LTOG X 2020-03-11",51.2352981567383
"0Q2LTOG X 2020-03-12",74.2363891601562
"0Q2LTOG X 2020-03-13",46.2541847229004
"0Q2LTOG X 2020-03-14",88.9883728027344
"0Q2LTOG X 2020-03-15",46.4675598144531
"0Q2LTOG X 2020-03-16",85.1087341308594
"0Q2LTOG X 2020-03-17",107.253196716309
"0Q2LTOG X 2020-03-18",104.555519104004
"0Q2LTOG X 2020-03-19",48.7533798217773
"0Q2LTOG X 2020-03-20",96.7353439331055
"0Q2LTOG X 2020-03-21",114.607513427734
"0Q2LTOG X 2020-03-22",61.9753189086914
"0Q2LTOG X 2020-03-23",98.9753723144531
"0Q2LTOG X 2020-03-24",124.904342651367
"0Q2LTOG X 2020-03-25",118.296913146973
"0Q2LTOG X 2020-03-26",79.8306274414062
"0Q2LTOG X 2020-03-27",69.830451965332
"0Q2LTOG X 2020-03-28",68.9403381347656
"0Q2LTOG X 2020-03-29",60.7122573852539
"0Q2LTOG X 2020-03-30",97.4537200927734
"0Q2LTOG X 2020-03-31",82.6383056640625
"0Q2LTOG X 2020-04-01",76.9501647949219
"0Q2LTOG X 2020-04-02",95.1261825561523
"0Q2LTOG X 2020-04-03",71.9803771972656
"0Q2LTOG X 2020-04-04",27.0937652587891
"15WCXN1 X 2020-01-02",184.162445068359
"15WCXN1 X 2020-01-03",189.406600952148
"15WCXN1 X 2020-01-04",162.931503295898
"15WCXN1 X 2020-01-05",154.863754272461
"15WCXN1 X 2020-01-06",110.495208740234
"15WCXN1 X 2020-01-07",48.1771392822266
"15WCXN1 X 2020-01-08",103.08585357666
"15WCXN1 X 2020-01-09",157.042861938477
"15WCXN1 X 2020-01-10",191.380767822266
"15WCXN1 X 2020-01-11",184.753799438477
"15WCXN1 X 2020-01-12",162.736145019531
"15WCXN1 X 2020-01-13",169.916946411133
"15WCXN1 X 2020-01-14",160.67138671875
"15WCXN1 X 2020-01-15",207.913970947266
"15WCXN1 X 2020-01-16",180.297790527344
"15WCXN1 X 2020-01-17",159.241470336914
"15WCXN1 X 2020-01-18",214.150299072266
"15WCXN1 X 2020-01-19",59.7572479248047
"15WCXN1 X 2020-01-20",88.1661529541016
"15WCXN1 X 2020-01-21",168.735824584961
"15WCXN1 X 2020-01-22",182.213302612305
"15WCXN1 X 2020-01-23",98.6381378173828
"15WCXN1 X 2020-01-24",96.5898971557617
"15WCXN1 X 2020-01-25",171.658981323242
"15WCXN1 X 2020-01-26",138.971664428711
"15WCXN1 X 2020-01-27",87.9782791137695
"15WCXN1 X 2020-01-28",183.964813232422
"15WCXN1 X 2020-01-29",129.471374511719
"15WCXN1 X 2020-01-30",89.0161285400391
"15WCXN1 X 2020-01-31",159.879806518555
"15WCXN1 X 2020-02-01",130.433517456055
"15WCXN1 X 2020-02-02",99.4687652587891
"15WCXN1 X 2020-02-03",119.393447875977
"15WCXN1 X 2020-02-04",73.5143661499023
"15WCXN1 X 2020-02-05",107.974403381348
"15WCXN1 X 2020-02-06",140.543807983398
"15WCXN1 X 2020-02-07",144.203506469727
"15WCXN1 X 2020-02-08",113.640289306641
"15WCXN1 X 2020-02-09",118.298637390137
"15WCXN1 X 2020-02-10",166.224197387695
"15WCXN1 X 2020-02-11",146.323944091797
"15WCXN1 X 2020-02-12",107.349723815918
"15WCXN1 X 2020-02-13",109.729568481445
"15WCXN1 X 2020-02-14",71.1271286010742
"15WCXN1 X 2020-02-15",80.2105407714844
"15WCXN1 X 2020-02-16",72.3051452636719
"15WCXN1 X 2020-02-17",124.389938354492
"15WCXN1 X 2020-02-18",163.783126831055
"15WCXN1 X 2020-02-19",145.480484008789
"15WCXN1 X 2020-02-20",80.7239608764648
"15WCXN1 X 2020-02-21",100.406661987305
"15WCXN1 X 2020-02-22",96.7398452758789
"15WCXN1 X 2020-02-23",124.766662597656
"15WCXN1 X 2020-02-24",86.2773056030273
"15WCXN1 X 2020-02-25",84.2349319458008
"15WCXN1 X 2020-02-26",74.2341079711914
"15WCXN1 X 2020-02-27",116.269592285156
"15WCXN1 X 2020-02-28",74.5909957885742
"15WCXN1 X 2020-02-29",88.3605804443359
"15WCXN1 X 2020-03-01",75.1229476928711
"15WCXN1 X 2020-03-02",102.929626464844
"15WCXN1 X 2020-03-03",101.001266479492
"15WCXN1 X 2020-03-04",104.696647644043
"15WCXN1 X 2020-03-05",147.690170288086
"15WCXN1 X 2020-03-06",65.1026840209961
"15WCXN1 X 2020-03-07",69.1619110107422
"15WCXN1 X 2020-03-08",91.0089950561523
"15WCXN1 X 2020-03-09",82.7318878173828
"15WCXN1 X 2020-03-10",109.063385009766
"15WCXN1 X 2020-03-11",105.045188903809
"15WCXN1 X 2020-03-12",70.644157409668
"15WCXN1 X 2020-03-13",94.2307662963867
"15WCXN1 X 2020-03-14",115.989860534668
"15WCXN1 X 2020-03-15",48.8352813720703
"15WCXN1 X 2020-03-16",105.582633972168
"15WCXN1 X 2020-03-17",59.1575584411621
"15WCXN1 X 2020-03-18",107.925346374512
"15WCXN1 X 2020-03-19",25.575626373291
"15WCXN1 X 2020-03-20",117.661643981934
"15WCXN1 X 2020-03-21",100.48885345459
"15WCXN1 X 2020-03-22",130.498489379883
"15WCXN1 X 2020-03-23",65.4078826904297
"15WCXN1 X 2020-03-24",112.824851989746
"15WCXN1 X 2020-03-25",85.4728622436523
"15WCXN1 X 2020-03-26",48.9076652526855
"15WCXN1 X 2020-03-27",64.2463531494141
"15WCXN1 X 2020-03-28",68.3730316162109
"15WCXN1 X 2020-03-29",96.3197708129883
"15WCXN1 X 2020-03-30",104.830184936523
"15WCXN1 X 2020-03-31",95.4672012329102
"15WCXN1 X 2020-04-01",69.735710144043
"15WCXN1 X 2020-04-02",80.0172882080078
"15WCXN1 X 2020-04-03",49.6433143615723
"15WCXN1 X 2020-04-04",32.1005973815918
"19090SM X 2020-01-02",126.493133544922
"19090SM X 2020-01-03",106.542617797852
"19090SM X 2020-01-04",129.360504150391
"19090SM X 2020-01-05",143.763549804688
"19090SM X 2020-01-06",128.952255249023
"19090SM X 2020-01-07",124.074645996094
"19090SM X 2020-01-08",62.2818756103516
"19090SM X 2020-01-09",127.342514038086
"19090SM X 2020-01-10",109.784118652344
"19090SM X 2020-01-11",94.2327880859375
"19090SM X 2020-01-12",61.4145355224609
"19090SM X 2020-01-13",107.104225158691
"19090SM X 2020-01-14",94.7221069335938
"19090SM X 2020-01-15",44.1652069091797
"19090SM X 2020-01-16",69.0126113891602
"19090SM X 2020-01-17",91.7717971801758
"19090SM X 2020-01-18",110.877708435059
"19090SM X 2020-01-19",64.8667068481445
"19090SM X 2020-01-20",137.697036743164
"19090SM X 2020-01-21",81.7269668579102
"19090SM X 2020-01-22",69.7352600097656
"19090SM X 2020-01-23",122.691558837891
"19090SM X 2020-02-18",104.372230529785
"19090SM X 2020-02-19",52.2860145568848
"19090SM X 2020-02-20",75.0318145751953
"19090SM X 2020-02-21",111.674438476562
"19090SM X 2020-02-22",76.0214385986328
